"test_code","test_name","category","active_rate_npr","active_rate_paisa","rate_status","rate_source","effective_from","needs_admin_price"
"BIO-0014","Albumin","General Chemistry","200.00","20000","ACTIVE","CATALOGUE_RATE_VERSIONS","2026-09-18T12:20:51.538226+00:00","FALSE"
"BIO-0015","Globulin","General Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0016","A/G Ratio","General Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0017","Total Bilirubin","General Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0018","Direct Bilirubin","General Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0019","Indirect Bilirubin","General Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0020","AST (SGOT)","General Chemistry","300.00","30000","ACTIVE","CATALOGUE_RATE_VERSIONS","2026-09-18T12:20:51.538126+00:00","FALSE"
"BIO-0021","ALT (SGPT)","General Chemistry","300.00","30000","ACTIVE","CATALOGUE_RATE_VERSIONS","2026-09-18T12:20:51.530416+00:00","FALSE"
"BIO-0022","Alkaline Phosphatase (ALP)","General Chemistry","250.00","25000","ACTIVE","CATALOGUE_RATE_VERSIONS","2026-09-18T12:20:51.538202+00:00","FALSE"
"BIO-0023","GGT","General Chemistry","800.00","80000","ACTIVE","CATALOGUE_RATE_VERSIONS","2026-09-18T12:20:51.53829+00:00","FALSE"
"BIO-0024","LDH","General Chemistry","500.00","50000","ACTIVE","CATALOGUE_RATE_VERSIONS","2026-09-18T12:20:51.538444+00:00","FALSE"
"BIO-0025","Cholinesterase","General Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0026","Ammonia","General Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0027","Total Cholesterol","General Chemistry","200.00","20000","ACTIVE","CATALOGUE_RATE_VERSIONS","2026-09-18T12:20:51.538345+00:00","FALSE"
"BIO-0028","Triglycerides","General Chemistry","250.00","25000","ACTIVE","CATALOGUE_RATE_VERSIONS","2026-09-18T12:20:51.53837+00:00","FALSE"
"BIO-0029","HDL Cholesterol","General Chemistry","250.00","25000","ACTIVE","CATALOGUE_RATE_VERSIONS","2026-09-18T12:20:51.538387+00:00","FALSE"
"BIO-0030","LDL Cholesterol, Direct","General Chemistry","450.00","45000","ACTIVE","CATALOGUE_RATE_VERSIONS","2026-09-18T12:20:51.538403+00:00","FALSE"
"BIO-0031","LDL Cholesterol, Calculated","General Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0032","VLDL Cholesterol","General Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0033","Non-HDL Cholesterol","General Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0034","Apolipoprotein A1","General Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0035","Apolipoprotein B","General Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0036","Lipoprotein(a)","General Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0037","Sodium","General Chemistry","250.00","25000","ACTIVE","CATALOGUE_RATE_VERSIONS","2026-09-17T02:24:52.222672+00:00","FALSE"
"BIO-0038","Potassium","General Chemistry","250.00","25000","ACTIVE","CATALOGUE_RATE_VERSIONS","2026-09-17T02:24:52.222686+00:00","FALSE"
"BIO-0039","Chloride","General Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0040","Bicarbonate / Total CO2","General Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0041","Calcium, Total","General Chemistry","300.00","30000","ACTIVE","CATALOGUE_RATE_VERSIONS","2026-09-17T02:24:52.222749+00:00","FALSE"
"BIO-0042","Calcium, Ionized","General Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0043","Phosphorus","General Chemistry","300.00","30000","ACTIVE","CATALOGUE_RATE_VERSIONS","2026-09-17T02:24:52.222784+00:00","FALSE"
"BIO-0044","Magnesium","General Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0045","Iron","General Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0046","TIBC","General Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0047","UIBC","General Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0048","Transferrin","General Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0049","Transferrin Saturation","General Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0050","Ferritin","General Chemistry","1000.00","100000","ACTIVE","CATALOGUE_RATE_VERSIONS","2026-09-16T07:36:39.564555+00:00","FALSE"
"BIO-0051","Vitamin B12","General Chemistry","1800.00","180000","ACTIVE","CATALOGUE_RATE_VERSIONS","2026-09-18T12:20:51.539294+00:00","FALSE"
"BIO-0052","Folate","General Chemistry","2000.00","200000","ACTIVE","CATALOGUE_RATE_VERSIONS","2026-09-18T12:20:51.539216+00:00","FALSE"
"BIO-0053","Vitamin D, 25-OH","General Chemistry","2000.00","200000","ACTIVE","CATALOGUE_RATE_VERSIONS","2026-09-16T07:36:39.564555+00:00","FALSE"
"BIO-0054","Vitamin D, 1,25-dihydroxy","General Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0055","Zinc","General Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0056","Copper","General Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0057","Ceruloplasmin","General Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0058","Amylase","General Chemistry","500.00","50000","ACTIVE","CATALOGUE_RATE_VERSIONS","2026-09-17T02:24:52.224217+00:00","FALSE"
"BIO-0059","Lipase","General Chemistry","600.00","60000","ACTIVE","CATALOGUE_RATE_VERSIONS","2026-09-17T02:24:52.22429+00:00","FALSE"
"BIO-0060","CK Total","General Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0061","CK-MB Mass","General Chemistry","700.00","70000","ACTIVE","CATALOGUE_RATE_VERSIONS","2026-09-16T07:36:39.564555+00:00","FALSE"
"BIO-0062","CK-MB Activity","General Chemistry","1000.00","100000","ACTIVE","CATALOGUE_RATE_VERSIONS","2026-09-18T12:20:51.538427+00:00","FALSE"
"BIO-0063","Troponin I, High Sensitivity","General Chemistry","1200.00","120000","ACTIVE","CATALOGUE_RATE_VERSIONS","2026-09-16T07:36:39.564555+00:00","FALSE"
"BIO-0064","Troponin T, High Sensitivity","General Chemistry","1800.00","180000","ACTIVE","CATALOGUE_RATE_VERSIONS","2026-09-16T07:36:39.564555+00:00","FALSE"
"BIO-0065","Myoglobin","General Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0066","BNP","General Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0067","NT-proBNP","General Chemistry","3000.00","300000","ACTIVE","CATALOGUE_RATE_VERSIONS","2026-09-16T07:36:39.564555+00:00","FALSE"
"BIO-0068","hs-CRP","General Chemistry","700.00","70000","ACTIVE","CATALOGUE_RATE_VERSIONS","2026-09-16T07:36:39.564555+00:00","FALSE"
"BIO-0069","Lactate","General Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0070","Pyruvate","General Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0071","Homocysteine","General Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0072","Osmolality, Serum","General Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0073","Anion Gap","General Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0074","Beta-Hydroxybutyrate","General Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0075","Acetone, Blood","General Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0076","Prealbumin","General Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0077","Haptoglobin","General Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0078","Alpha-1 Antitrypsin","General Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0079","Bile Acids, Total","General Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0080","ALP Isoenzymes","General Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0081","LDH Isoenzymes","General Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0082","Urine Protein, Random","Urine Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0083","Urine Protein, 24 Hour","Urine Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0084","Urine Albumin, Random","Urine Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0085","Urine Microalbumin","Urine Chemistry","800.00","80000","ACTIVE","CATALOGUE_RATE_VERSIONS","2026-09-16T07:36:39.564555+00:00","FALSE"
"BIO-0086","Urine Albumin/Creatinine Ratio","Urine Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0087","Urine Creatinine, Random","Urine Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0088","Urine Creatinine, 24 Hour","Urine Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0089","Creatinine Clearance","Urine Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0090","Urine Urea, 24 Hour","Urine Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0091","Urine Sodium, Random","Urine Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0092","Urine Sodium, 24 Hour","Urine Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0093","Urine Potassium, Random","Urine Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0094","Urine Potassium, 24 Hour","Urine Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0095","Urine Chloride, Random","Urine Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0096","Urine Chloride, 24 Hour","Urine Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0097","Urine Calcium, Random","Urine Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0098","Urine Calcium, 24 Hour","Urine Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0099","Urine Phosphorus, 24 Hour","Urine Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0100","Urine Magnesium, 24 Hour","Urine Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0101","Urine Uric Acid, 24 Hour","Urine Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0102","Urine Glucose, Quantitative","Urine Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0103","Urine Osmolality","Urine Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0104","Urine Citrate, 24 Hour","Urine Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0105","Urine Oxalate, 24 Hour","Urine Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0106","Urine Copper, 24 Hour","Urine Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0107","Urine Free Cortisol, 24 Hour","Urine Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0108","Urine Metanephrine, 24 Hour","Urine Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0109","Urine Normetanephrine, 24 Hour","Urine Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0110","Urine VMA, 24 Hour","Urine Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0111","Urine 5-HIAA, 24 Hour","Urine Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0112","Urine Catecholamines, 24 Hour","Urine Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0113","Urine Amino Acid Screen","Urine Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0114","Urine Porphobilinogen","Urine Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0115","Urine Porphyrins","Urine Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0116","Urine Cystine","Urine Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0117","CSF Protein","Body Fluid Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0118","CSF Glucose","Body Fluid Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0119","CSF LDH","Body Fluid Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0120","Pleural Fluid Protein","Body Fluid Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0121","Pleural Fluid Glucose","Body Fluid Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0122","Pleural Fluid LDH","Body Fluid Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0123","Ascitic Fluid Protein","Body Fluid Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0124","Ascitic Fluid Glucose","Body Fluid Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0125","Ascitic Fluid LDH","Body Fluid Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0126","Pericardial Fluid Protein","Body Fluid Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0127","Pericardial Fluid Glucose","Body Fluid Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0128","Pericardial Fluid LDH","Body Fluid Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0129","Synovial Fluid Protein","Body Fluid Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0130","Synovial Fluid Glucose","Body Fluid Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0131","Synovial Fluid LDH","Body Fluid Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0132","Pleural Fluid ADA","Body Fluid Chemistry","1000.00","100000","ACTIVE","CATALOGUE_RATE_VERSIONS","2026-09-18T12:20:51.53849+00:00","FALSE"
"BIO-0133","Ascitic Fluid Albumin","Body Fluid Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0134","Serum-Ascites Albumin Gradient (SAAG)","Body Fluid Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0135","CSF Chloride","Body Fluid Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0136","CSF Lactate","Body Fluid Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0137","Synovial Fluid Uric Acid","Body Fluid Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0138","Drain Fluid Creatinine","Body Fluid Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0139","Drain Fluid Amylase","Body Fluid Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0140","Body Fluid Triglyceride","Body Fluid Chemistry","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"BIO-0141","Cystatin C","Clinical Biochemistry","1200.00","120000","ACTIVE","CATALOGUE_RATE_VERSIONS","2026-09-16T07:36:39.564555+00:00","FALSE"
"CLP-0001","Urine Routine Examination (RE/ME)","Urinalysis","200.00","20000","ACTIVE","CATALOGUE_RATE_VERSIONS","2026-09-17T02:24:52.224315+00:00","FALSE"
"CLP-0002","Urine Color","Urinalysis","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CLP-0003","Urine Appearance","Urinalysis","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CLP-0004","Urine Specific Gravity","Urinalysis","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CLP-0005","Urine pH","Urinalysis","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CLP-0006","Urine Protein, Dipstick","Urinalysis","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CLP-0007","Urine Glucose, Dipstick","Urinalysis","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CLP-0008","Urine Ketone","Urinalysis","200.00","20000","ACTIVE","CATALOGUE_RATE_VERSIONS","2026-09-18T12:20:51.538594+00:00","FALSE"
"CLP-0009","Urine Blood/Hemoglobin","Urinalysis","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CLP-0010","Urine Bilirubin","Urinalysis","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CLP-0011","Urine Urobilinogen","Urinalysis","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CLP-0012","Urine Nitrite","Urinalysis","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CLP-0013","Urine Leukocyte Esterase","Urinalysis","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CLP-0014","Urine RBC Microscopy","Urinalysis","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CLP-0015","Urine WBC/Pus Cells","Urinalysis","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CLP-0016","Urine Epithelial Cells","Urinalysis","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CLP-0017","Urine Casts","Urinalysis","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CLP-0018","Urine Crystals","Urinalysis","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CLP-0019","Urine Bacteria","Urinalysis","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CLP-0020","Urine Yeast","Urinalysis","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CLP-0021","Stool Routine Examination","Stool Examination","200.00","20000","ACTIVE","CATALOGUE_RATE_VERSIONS","2026-09-17T02:24:52.22439+00:00","FALSE"
"CLP-0022","Stool Color","Stool Examination","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CLP-0023","Stool Consistency","Stool Examination","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CLP-0024","Stool Mucus","Stool Examination","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CLP-0025","Stool Occult Blood","Stool Examination","200.00","20000","ACTIVE","CATALOGUE_RATE_VERSIONS","2026-09-18T12:20:51.538612+00:00","FALSE"
"CLP-0026","Fecal Occult Blood Test (FOBT)","Stool Examination","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CLP-0027","Fecal Immunochemical Test (FIT)","Stool Examination","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CLP-0028","Stool Reducing Substance","Stool Examination","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CLP-0029","Stool pH","Stool Examination","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CLP-0030","Stool Fat, Qualitative","Stool Examination","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
"CLP-0031","Stool Fat, Quantitative 72 hr","Stool Examination","0.00","0","RATE_PENDING","NONE","N/A","TRUE"
